phase,priority,site_num,domain,city,image_path,dimensions,file_size_target,unique,visual_description,status,notes
"3 — Location (city-specific, one per location page)",996,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-06-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",997,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-07-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",998,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-08-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",999,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-09-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1000,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-10-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1001,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-11-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1002,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-12-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1003,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-13-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1004,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-14-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1005,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-15-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1006,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-16-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1007,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-17-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1008,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-18-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1009,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-19-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1010,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-20-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1011,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-21-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1012,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-22-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1013,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-23-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1014,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-24-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1015,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-25-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1016,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-26-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1017,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-27-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1018,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-28-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1019,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-29-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1020,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-30-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1021,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-31-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1022,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-32-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1023,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-33-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1024,32,lamarleak repairpros.com,Lamar,images/locations/downtown-lamar.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Lamar — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1025,32,lamarleak repairpros.com,Lamar,images/locations/north-lamar.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Lamar residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1026,32,lamarleak repairpros.com,Lamar,images/locations/south-lamar.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Lamar residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
